system:index,Abandonmen,Date,GrazingDur,GrazingPre,GrazingTim,LSU,LandUse,Latitude,LitterCove,Longitude,MowingFreq,MowingPres,PLOTID,blue,cs_cdf,doy,evi,green,mask,ndvi,ndvi_asm,ndvi_corr,ndvi_ent,ndvi_texture_sd_3,ndvi_texture_sd_5,nir,re1,re2,re3,red,region,spatial_max,swir1,swir2,system:time_start,.geo
20230104T094411_20230104T094406_T34UEV_123,0,2023-01-04,0,0,0,0,mulched meadow,49.04165,10,22.50572,0,0,NS1,0.0317,0.9098039215686274,3.0,0.22494185824850357,0.0506,1.0,0.4892205595970154,0.004808057851239653,0.3854230192788166,5.3409313860461305,234.3979625152955,253.74842993057916,0.1796,0.1068,0.1453,0.1753,0.0616,NS,0.7325362514020798,0.19360000000000002,0.12190000000000001,1.672825612903E12,"{""type"":""Point"",""coordinates"":[22.505720000000004,49.041650000000004]}"
20230104T094411_20230104T094406_T34UEV_124,1,2023-01-04,0,0,0,0,abandoned,49.04875,80,22.52186,1,1,NS10,0.0261,0.9019607843137255,3.0,0.08592910848549948,0.0318,1.0,0.359375,0.004783057851239652,0.7233989576613035,5.34439712194893,438.4510551704615,544.0838383378942,0.06960000000000001,0.0548,0.0722,0.084,0.0328,NS,0.7325362514020798,0.0926,0.057,1.672825612903E12,"{""type"":""Point"",""coordinates"":[22.52186,49.04875]}"
20230104T094411_20230104T094406_T34UEV_125,0,2023-01-04,0,0,0,0,meadow,49.0355,65,22.52742,1,1,NS12,0.0257,0.8980392156862745,3.0,0.0840451285799114,0.030000000000000002,1.0,0.339483380317688,0.004783057851239653,0.41251406116160305,5.34439712194893,437.2747061970503,439.18858392865815,0.0726,0.052500000000000005,0.0708,0.079,0.0358,NS,0.7325362514020798,0.06670000000000001,0.0434,1.672825612903E12,"{""type"":""Point"",""coordinates"":[22.527419999999996,49.0355]}"
20230104T094411_20230104T094406_T34UEV_126,0,2023-01-04,0,0,0,0,meadow,49.0535,70,22.51414,1,1,NS14,0.0386,0.9058823529411765,3.0,0.28344342019307545,0.0634,1.0,0.516876220703125,0.004793388429752049,0.7628111346470804,5.342821787447657,423.1039820089581,446.1756912808286,0.22920000000000001,0.1145,0.1889,0.2056,0.07300000000000001,NS,0.7325362514020798,0.20670000000000002,0.12660000000000002,1.672825612903E12,"{""type"":""Point"",""coordinates"":[22.51414,49.05350000000001]}"
20230104T094411_20230104T094406_T34UEV_127,0,2023-01-04,0,0,0,0,meadow,49.03917,3,22.50956,1,1,NS15,0.0222,0.8823529411764706,3.0,0.05368098159509203,0.026000000000000002,1.0,0.3282904624938965,0.004793388429752049,0.5292094659930919,5.342821787447658,624.9168107901748,899.673936943101,0.0439,0.031200000000000002,0.042100000000000005,0.0386,0.0222,NS,0.7325362514020798,0.024800000000000003,0.0182,1.672825612903E12,"{""type"":""Point"",""coordinates"":[22.50956,49.03917]}"
20230104T094411_20230104T094406_T34UEV_128,0,2023-01-04,0,0,0,0,meadow,49.03861,5,22.52061,2,1,NS16,0.045200000000000004,0.8784313725490196,3.0,0.07250056420672535,0.0316,1.0,0.31076177954673767,0.004772727272727256,0.524231868920616,5.345972456450203,764.3581301351528,747.1198283913684,0.054200000000000005,0.0273,0.038700000000000005,0.043300000000000005,0.0285,NS,0.7325362514020798,0.0286,0.0172,1.672825612903E12,"{""type"":""Point"",""coordinates"":[22.520610000000005,49.038610000000006]}"
20230104T094411_20230104T094406_T34UEV_129,0,2023-01-04,0,0,0,0,meadow,49.03409,50,22.52691,1,1,NS18,0.033600000000000005,0.8980392156862745,3.0,0.10522213561964147,0.0316,1.0,0.3913043439388275,0.004772727272727256,0.2795490976397518,5.345972456450203,451.9284155645316,406.7393669692884,0.07680000000000001,0.062200000000000005,0.0814,0.0931,0.033600000000000005,NS,0.7325362514020798,0.08750000000000001,0.055900000000000005,1.672825612903E12,"{""type"":""Point"",""coordinates"":[22.526909999999997,49.03409]}"
20230104T094411_20230104T094406_T34UEV_130,0,2023-01-04,0,0,0,0,meadow,49.03744,80,22.52364,1,1,NS19,0.0453,0.9058823529411765,3.0,0.2587082093471031,0.0792,1.0,0.45476922392845154,0.004772727272727256,0.4482922465574375,5.345972456450203,428.16121670294416,466.20331337703925,0.2364,0.1315,0.185,0.2001,0.0886,NS,0.7325362514020798,0.19310000000000002,0.12430000000000001,1.672825612903E12,"{""type"":""Point"",""coordinates"":[22.523640000000004,49.03744]}"
20230104T094411_20230104T094406_T34UEV_131,0,2023-01-04,0,0,0,0,meadow,49.03701,50,22.49948,1,1,NS2,0.027700000000000002,0.9137254901960784,3.0,0.2008562397471292,0.0414,1.0,0.4960474371910095,0.00481838842975205,0.6454762035071668,5.339356051544858,416.4022810237892,690.6907939372912,0.1514,0.1005,0.1459,0.16110000000000002,0.051000000000000004,NS,0.7325362514020798,0.1491,0.08900000000000001,1.672825612903E12,"{""type"":""Point"",""coordinates"":[22.499480000000002,49.03701000000001]}"
20230104T094411_20230104T094406_T34UEV_132,0,2023-01-04,0,0,0,0,meadow,49.03688,25,22.50632,1,1,NS20,0.0473,0.9019607843137255,3.0,0.25220725315698755,0.0782,1.0,0.4423195421695709,0.004797727272727256,0.3692666986307791,5.342506720547403,371.40331714997365,377.2475195474633,0.2338,0.1279,0.1841,0.2053,0.09040000000000001,NS,0.7325362514020798,0.23040000000000002,0.1472,1.672825612903E12,"{""type"":""Point"",""coordinates"":[22.50632,49.036880000000004]}"
20230104T094411_20230104T094406_T34UEV_133,0,2023-01-04,0,0,0,0,meadow,49.03503,4,22.50145,1,1,NS21,0.0374,0.8941176470588236,3.0,0.060601563272979136,0.0363,1.0,0.24329692125320435,0.004797727272727256,0.542560508615202,5.342506720547403,796.2349365204832,797.3385265410805,0.0626,0.0391,0.055900000000000005,0.050100000000000006,0.0381,NS,0.7325362514020798,0.0322,0.021500000000000002,1.672825612903E12,"{""type"":""Point"",""coordinates"":[22.501450000000002,49.03503]}"
