system:index,Abandonmen,Date,GrazingDur,GrazingPre,GrazingTim,LSU,LandUse,Latitude,LitterCove,Longitude,MowingFreq,MowingPres,PLOTID,blue,cs_cdf,doy,evi,green,mask,ndvi,ndvi_asm,ndvi_corr,ndvi_ent,ndvi_texture_sd_3,ndvi_texture_sd_5,nir,re1,re2,re3,red,region,spatial_max,swir1,swir2,system:time_start,.geo
20210111T093351_20210111T093348_T34UEV_123,0,2021-01-11,0,0,0,0,mulched meadow,49.04165,10,22.50572,0,0,NS1,0.015000000000000001,0.9254901960784314,10.0,0.254243183082916,0.0489,1.0,0.5588685274124146,0.004853719008264446,0.5107785227636823,5.3343149811407855,244.75796168544318,354.2901484985603,0.2039,0.0984,0.1549,0.1754,0.0577,NS,0.612788545446343,0.1716,0.0993,1.610357817858E12,"{""type"":""Point"",""coordinates"":[22.505720000000004,49.041650000000004]}"
20210111T093351_20210111T093348_T34UEV_124,1,2021-01-11,0,0,0,0,abandoned,49.04875,80,22.52186,1,1,NS10,0.0946,0.9411764705882353,10.0,0.15738060781476118,0.0881,1.0,0.27301254868507385,0.004783057851239652,0.8778718313686393,5.34439712194893,1265.460455038128,1379.4700265918866,0.1217,0.0984,0.1237,0.132,0.0695,NS,0.612788545446343,0.0636,0.0454,1.610357817858E12,"{""type"":""Point"",""coordinates"":[22.52186,49.04875]}"
20210111T093351_20210111T093348_T34UEV_125,0,2021-01-11,0,0,0,0,meadow,49.0355,65,22.52742,1,1,NS12,0.22610000000000002,0.9294117647058824,10.0,0.09948490051509946,0.19870000000000002,1.0,0.05560259521007538,0.004772727272727256,0.7465333649278363,5.345972456450203,1483.4014311420233,1479.9311959170905,0.187,0.2089,0.2132,0.2177,0.1673,NS,0.612788545446343,0.046200000000000005,0.0376,1.610357817858E12,"{""type"":""Point"",""coordinates"":[22.527419999999996,49.0355]}"
20210111T093351_20210111T093348_T34UEV_126,0,2021-01-11,0,0,0,0,meadow,49.0535,70,22.51414,1,1,NS14,0.028900000000000002,0.9333333333333333,10.0,0.2618023054936081,0.0687,1.0,0.47614967823028564,0.004772727272727256,0.7307210824391803,5.345972456450203,488.1807774484978,597.7885049466939,0.2584,0.1277,0.19110000000000002,0.2235,0.0917,NS,0.612788545446343,0.17070000000000002,0.1037,1.610357817858E12,"{""type"":""Point"",""coordinates"":[22.51414,49.05350000000001]}"
20210111T093351_20210111T093348_T34UEV_127,0,2021-01-11,0,0,0,0,meadow,49.03917,3,22.50956,1,1,NS15,0.1009,0.8980392156862745,10.0,0.02015959680806383,0.0693,1.0,0.04615384712815285,0.004772727272727256,0.6630410214755276,5.345972456450203,1075.270476322653,1693.990192680591,0.054400000000000004,0.0429,0.051500000000000004,0.0487,0.049600000000000005,NS,0.612788545446343,0.0187,0.0134,1.610357817858E12,"{""type"":""Point"",""coordinates"":[22.50956,49.03917]}"
20210111T093351_20210111T093348_T34UEV_128,0,2021-01-11,0,0,0,0,meadow,49.03861,5,22.52061,2,1,NS16,0.22160000000000002,0.8980392156862745,10.0,-0.059848803023939634,0.1753,1.0,-0.022520743310451508,0.004772727272727256,0.7418454656618618,5.345972456450203,1665.0481505370442,1955.3589102772974,0.1237,0.127,0.1302,0.12000000000000001,0.12940000000000002,NS,0.612788545446343,0.029500000000000002,0.0182,1.610357817858E12,"{""type"":""Point"",""coordinates"":[22.520610000000005,49.038610000000006]}"
20210111T093351_20210111T093348_T34UEV_129,0,2021-01-11,0,0,0,0,meadow,49.03409,50,22.52691,1,1,NS18,0.2442,0.9294117647058824,10.0,0.15197484554280677,0.23750000000000002,1.0,0.10281769186258316,0.004772727272727256,0.615187860796634,5.345972456450203,1199.2810014545435,1334.6737367640367,0.29550000000000004,0.26940000000000003,0.264,0.2511,0.2404,NS,0.612788545446343,0.069,0.0553,1.610357817858E12,"{""type"":""Point"",""coordinates"":[22.526909999999997,49.03409]}"
20210111T093351_20210111T093348_T34UEV_130,0,2021-01-11,0,0,0,0,meadow,49.03744,80,22.52364,1,1,NS19,0.313,0.9294117647058824,10.0,0.23817327652135906,0.30970000000000003,1.0,0.1230248287320137,0.004783057851239652,0.5836423416002308,5.34439712194893,593.3675817291197,942.7456435354998,0.398,0.33130000000000004,0.3542,0.37520000000000003,0.3108,NS,0.612788545446343,0.1226,0.0921,1.610357817858E12,"{""type"":""Point"",""coordinates"":[22.523640000000004,49.03744]}"
20210111T093351_20210111T093348_T34UEV_131,0,2021-01-11,0,0,0,0,meadow,49.03701,50,22.49948,1,1,NS2,0.0386,0.9215686274509803,10.0,0.1783042394014963,0.06420000000000001,1.0,0.37142857909202576,0.004772727272727256,0.5865345791444504,5.345972456450203,604.6439364445966,688.5972274537488,0.18480000000000002,0.13870000000000002,0.16670000000000001,0.18380000000000002,0.0847,NS,0.612788545446343,0.1273,0.0816,1.610357817858E12,"{""type"":""Point"",""coordinates"":[22.499480000000002,49.03701000000001]}"
20210111T093351_20210111T093348_T34UEV_132,0,2021-01-11,0,0,0,0,meadow,49.03688,25,22.50632,1,1,NS20,0.09430000000000001,0.9137254901960784,10.0,0.3172389982205933,0.1438,1.0,0.3823011815547943,0.004805888429752049,0.6584595573727869,5.341088919496258,378.473760436056,625.9259404853531,0.4319,0.24000000000000002,0.31010000000000004,0.34090000000000004,0.193,NS,0.612788545446343,0.2091,0.14780000000000001,1.610357817858E12,"{""type"":""Point"",""coordinates"":[22.50632,49.036880000000004]}"
