system:index,Abandonmen,Date,GrazingDur,GrazingPre,GrazingTim,LSU,LandUse,Latitude,LitterCove,Longitude,MowingFreq,MowingPres,PLOTID,blue,cs_cdf,doy,evi,green,mask,ndvi,ndvi_asm,ndvi_corr,ndvi_ent,ndvi_texture_sd_3,ndvi_texture_sd_5,nir,re1,re2,re3,red,region,spatial_max,swir1,swir2,system:time_start,.geo
20220102T095411_20220102T095409_T33UXQ_97,0,2022-01-02,154,1,23,5.5,grazed meadow,48.89533,3,17.7962,1,1,NB29,0.047400000000000005,0.8823529411764706,1.0,0.2723793577707349,0.0845,1.0,0.4299197793006897,0.004803719008264446,0.6723251536488317,5.341246452946385,423.999524568896,760.3962311755879,0.303,0.1751,0.2273,0.2581,0.1208,NB,0.6911841428132431,0.275,0.1701,1.641117426188E12,"{""type"":""Point"",""coordinates"":[17.7962,48.89533000000001]}"
20220102T095411_20220102T095409_T33UXQ_98,0,2022-01-02,182,1,5,5.5,grazed meadow,48.89499,10,17.79804,1,1,NB30,0.0307,0.8784313725490196,1.0,0.2629257380509783,0.0684,1.0,0.47320669889450073,0.00481838842975205,0.6147872849392337,5.339356051544858,585.0060875315569,502.6203590446174,0.25980000000000003,0.1254,0.1756,0.1983,0.09290000000000001,NB,0.6911841428132431,0.2016,0.11810000000000001,1.641117426188E12,"{""type"":""Point"",""coordinates"":[17.798040000000004,48.89499]}"
20220102T095411_20220102T095409_T33UXQ_99,0,2022-01-02,0,0,0,0,meadow,48.882472,55,17.797972,1,1,NB31,0.0634,0.8784313725490196,1.0,0.19996250702993187,0.09240000000000001,1.0,0.3209628760814667,0.004783057851239652,0.7977440200941023,5.34439712194893,866.3950829827825,1143.850912389338,0.2634,0.1816,0.2169,0.24350000000000002,0.13540000000000002,NB,0.6911841428132431,0.28750000000000003,0.18560000000000001,1.641117426188E12,"{""type"":""Point"",""coordinates"":[17.797972,48.88247200000001]}"
20220102T095411_20220102T095409_T33UXQ_100,0,2022-01-02,0,0,0,0,meadow,48.871639,50,17.813917,1,1,NB32,0.0253,0.8509803921568627,1.0,0.10126689547053093,0.0361,1.0,0.3419170379638672,0.004805888429752049,0.6968709479253642,5.341088919496258,578.0856514463608,712.5926704994844,0.09380000000000001,0.0718,0.0844,0.08900000000000001,0.046,NB,0.6911841428132431,0.11460000000000001,0.0751,1.641117426188E12,"{""type"":""Point"",""coordinates"":[17.813917000000004,48.87163900000001]}"
20220102T095411_20220102T095409_T33UXQ_101,0,2022-01-02,0,1,0,0,meadow,48.893444,98,17.794472,1,1,NB33,0.0316,0.8823529411764706,1.0,0.24219052536465727,0.07400000000000001,1.0,0.4522446393966675,0.004772727272727256,0.6253641974023054,5.345972456450203,457.27819425244354,498.86690707097694,0.24100000000000002,0.15180000000000002,0.2081,0.22790000000000002,0.09090000000000001,NB,0.6911841428132431,0.25620000000000004,0.1547,1.641117426188E12,"{""type"":""Point"",""coordinates"":[17.794471999999995,48.893444]}"
20220102T095411_20220102T095409_T33UXQ_102,1,2022-01-02,0,0,0,0,abandoned,48.882722,80,17.8035,0,0,NB35,0.036000000000000004,0.8784313725490196,1.0,0.3801814287514174,0.0877,1.0,0.5783421397209167,0.004826549586776843,0.7548182451508847,5.337938250493712,517.1454866804938,600.1569491694349,0.3294,0.1613,0.24780000000000002,0.268,0.08800000000000001,NB,0.6911841428132431,0.2349,0.1403,1.641117426188E12,"{""type"":""Point"",""coordinates"":[17.8035,48.88272200000001]}"
20220102T095411_20220102T095409_T33UXQ_103,0,2022-01-02,270,1,5,36.25,pasture,48.889028,2,17.7715,0,0,NB38,0.0275,0.8980392156862745,1.0,0.2694035631293571,0.065,1.0,0.4850766956806183,0.004803719008264446,0.5299743946398521,5.341246452946384,520.61393130872,612.9928883179148,0.2662,0.14880000000000002,0.2015,0.2275,0.09230000000000001,NB,0.6911841428132431,0.25830000000000003,0.1577,1.641117426188E12,"{""type"":""Point"",""coordinates"":[17.7715,48.88902800000001]}"
20220102T095411_20220102T095409_T33UXQ_104,0,2022-01-02,196,1,5,2.0,grazed meadow,48.892263,5,17.803435,1,1,NB39,0.0558,0.8823529411764706,1.0,0.2503431596836395,0.0792,1.0,0.4027339518070221,0.004772727272727256,0.7274458187284973,5.345972456450203,444.42023686908715,670.1798052625394,0.26680000000000004,0.155,0.2016,0.23470000000000002,0.1136,NB,0.6911841428132431,0.2796,0.17950000000000002,1.641117426188E12,"{""type"":""Point"",""coordinates"":[17.803435,48.89226300000001]}"
20220102T095411_20220102T095409_T33UXQ_105,0,2022-01-02,270,1,5,1.0,grazed meadow,48.875973,3,17.81422,1,1,NB40,0.0137,0.8705882352941177,1.0,0.08550091229261256,0.024300000000000002,1.0,0.36938589811325073,0.004828719008264445,0.6455068326667328,5.337780717043586,510.69708670503826,670.7560701336956,0.0747,0.042,0.0531,0.0668,0.0344,NB,0.6911841428132431,0.0734,0.054700000000000006,1.641117426188E12,"{""type"":""Point"",""coordinates"":[17.81422,48.87597300000001]}"
20220102T095411_20220102T095409_T33UXQ_106,0,2022-01-02,0,0,0,0,meadow,48.897033,4,17.757667,1,1,NB41,0.024,0.9058823529411765,1.0,0.27545348156816846,0.07640000000000001,1.0,0.48468467593193054,0.004783057851239652,0.585543276220905,5.34439712194893,393.25584009449693,1082.227883452407,0.2884,0.1703,0.24070000000000003,0.2675,0.10010000000000001,NB,0.6911841428132431,0.2404,0.1411,1.641117426188E12,"{""type"":""Point"",""coordinates"":[17.757667,48.89703300000001]}"
20220102T095411_20220102T095409_T33UXQ_107,0,2022-01-02,0,0,0,0,mulched meadow,48.908472,15,17.81875,1,1,NB42,0.0297,0.8431372549019608,1.0,0.21401860493865318,0.07590000000000001,1.0,0.40843409299850464,0.004793388429752049,0.7093465234817677,5.342821787447658,398.4047082262702,588.553710594678,0.2388,0.1592,0.2195,0.23620000000000002,0.1003,NB,0.6911841428132431,0.2082,0.1394,1.641117426188E12,"{""type"":""Point"",""coordinates"":[17.81875,48.908471999999996]}"
20220102T095411_20220102T095409_T33UXQ_108,0,2022-01-02,0,0,0,0,meadow,48.8805,3,17.78625,1,1,NB43,0.0207,0.8823529411764706,1.0,0.3422098687946441,0.07350000000000001,1.0,0.572213888168335,0.004783057851239653,0.5622237213578977,5.34439712194893,533.7422065227191,585.1436938123011,0.3146,0.1655,0.2461,0.2859,0.08560000000000001,NB,0.6911841428132431,0.2154,0.12200000000000001,1.641117426188E12,"{""type"":""Point"",""coordinates"":[17.78625,48.8805]}"
20220102T095411_20220102T095409_T33UXQ_109,0,2022-01-02,210,1,5,37.25,grazed meadow,48.881167,3,17.762,1,1,NB44,1.0E-4,0.8901960784313725,1.0,0.17102542711015997,0.024300000000000002,1.0,0.5367103219032288,0.004772727272727256,0.7717558483471441,5.345972456450203,881.7552744469382,1315.0440007825832,0.135,0.09530000000000001,0.1422,0.17370000000000002,0.0407,NB,0.6911841428132431,0.1487,0.0935,1.641117426188E12,"{""type"":""Point"",""coordinates"":[17.762,48.881167]}"
20220102T095411_20220102T095409_T33UXQ_110,0,2022-01-02,0,0,0,0,meadow,48.903882,1,17.792327,1,1,NB45,0.050100000000000006,0.8392156862745098,1.0,0.22350585841346943,0.08270000000000001,1.0,0.3845285177230835,0.004803719008264446,0.8126620082162004,5.341246452946385,303.0022412195815,483.24941545867574,0.2452,0.1762,0.2278,0.24930000000000002,0.109,NB,0.6911841428132431,0.24760000000000001,0.1434,1.641117426188E12,"{""type"":""Point"",""coordinates"":[17.792326999999993,48.903882]}"
20220102T095411_20220102T095409_T33UXQ_111,0,2022-01-02,N/A,1,N/A,37.25,mulched grazed meadow,48.878278,0,17.774556,1,1,NB46,1.0E-4,0.8941176470588236,1.0,0.17937017123751867,0.0088,1.0,0.9084668159484863,0.004814049586776843,0.5304426741605242,5.339671118445112,1464.2028269223315,1409.26132693809,0.0834,0.06430000000000001,0.10060000000000001,0.11750000000000001,0.004,NB,0.6911841428132431,0.12200000000000001,0.0792,1.641117426188E12,"{""type"":""Point"",""coordinates"":[17.774556,48.878278]}"
20220102T095411_20220102T095409_T33UXQ_112,0,2022-01-02,196,1,5,0.6,grazed meadow,48.880583,4,17.795139,1,1,NB47,0.0245,0.8705882352941177,1.0,0.19450020832544218,0.0393,1.0,0.4726184904575348,0.004793388429752049,0.6351616378359078,5.342821787447657,441.5085438045289,728.6427383481781,0.16,0.0878,0.1136,0.12710000000000002,0.057300000000000004,NB,0.6911841428132431,0.153,0.0966,1.641117426188E12,"{""type"":""Point"",""coordinates"":[17.795139,48.880583]}"
20220102T095411_20220102T095409_T33UXQ_113,0,2022-01-02,270,1,5,36.25,pasture,48.88557,3,17.76022,0,0,NB5,0.0067,0.9058823529411765,1.0,0.3174827947548784,0.0637,1.0,0.5701932907104492,0.004814049586776843,0.7286547667925519,5.339671118445112,628.6355486776297,799.4585454226659,0.30870000000000003,0.1608,0.2436,0.2868,0.0845,NB,0.6911841428132431,0.2048,0.11320000000000001,1.641117426188E12,"{""type"":""Point"",""coordinates"":[17.76022,48.88557]}"
20220102T095411_20220102T095409_T33UXQ_114,1,2022-01-02,0,0,0,0,abandoned,48.886735,5,17.773467,0,0,NB50,1.0E-4,0.9019607843137255,1.0,0.21887775406099635,0.0262,1.0,0.617977499961853,0.004803719008264446,0.6432221586010182,5.341246452946385,655.6600103301939,778.701176862345,0.1584,0.0849,0.1207,0.1395,0.0374,NB,0.6911841428132431,0.16640000000000002,0.0952,1.641117426188E12,"{""type"":""Point"",""coordinates"":[17.773467,48.886735]}"
